馬,騎手,馬番,走破時間,オッズ,通過順,着順,体重,体重変化,性,齢,斤量,上がり,人気,レース名,日付,開催,クラス,芝・ダート,距離,回り,馬場,天気,場id,場名
ショウナンバービー,菅原明良,16,1:09.5,28.9,6-8,10,506,0,牝,4,55.0,35.9,8.0,キャンドルライト賞 ,2021年12月26日,5回中山8日目,3歳以上2勝クラス,芝,1200,右,良,晴,5,中山
ピースユニヴァース,石川裕紀,7,1:09.7,72.7,15-14,11,498,8,牡,6,57.0,35.3,13.0,キャンドルライト賞 ,2021年12月26日,5回中山8日目,3歳以上2勝クラス,芝,1200,右,良,晴,5,中山
カバーガール,横山武史,11,1:09.8,13.1,9-11,12,476,6,牝,3,54.0,36.0,6.0,キャンドルライト賞 ,2021年12月26日,5回中山8日目,3歳以上2勝クラス,芝,1200,右,良,晴,5,中山
スイーツマジック,小林脩斗,6,1:10.0,29.9,1-1,13,474,4,牝,3,54.0,36.9,9.0,キャンドルライト賞 ,2021年12月26日,5回中山8日目,3歳以上2勝クラス,芝,1200,右,良,晴,5,中山
ロンギングバース,野中悠太,12,1:10.0,46.0,12-12,14,480,2,牡,3,56.0,35.9,11.0,キャンドルライト賞 ,2021年12月26日,5回中山8日目,3歳以上2勝クラス,芝,1200,右,良,晴,5,中山
コスモカッティーボ,宮崎北斗,4,1:10.3,223.5,6-6,15,502,10,牡,4,57.0,36.7,16.0,キャンドルライト賞 ,2021年12月26日,5回中山8日目,3歳以上2勝クラス,芝,1200,右,良,晴,5,中山
セイドアモール,和田竜二,14,1:10.6,160.7,3-3,16,520,0,牝,5,55.0,37.3,15.0,キャンドルライト賞 ,2021年12月26日,5回中山8日目,3歳以上2勝クラス,芝,1200,右,良,晴,5,中山
トーアスカーレット,菊沢一樹,14,1:13.0,10.3,8-7,1,466,4,牝,2,54.0,37.8,4.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1200,右,良,晴,5,中山
サカエショウ,Ｃ．デム,9,1:13.1,1.7,7-6,2,514,10,牡,2,55.0,38.1,1.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1200,右,良,晴,5,中山
ルワンジュ,戸崎圭太,12,1:13.2,16.5,2-2,3,482,2,牡,2,55.0,38.5,5.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1200,右,良,晴,5,中山
キーチズカンパニー,武士沢友,5,1:13.3,7.2,4-4,4,490,0,牡,2,55.0,38.4,2.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1200,右,良,晴,5,中山
アストラガルス,大庭和弥,7,1:13.6,369.8,2-2,5,448,-4,牡,2,55.0,38.9,16.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1200,右,良,晴,5,中山
フィーカ,小林脩斗,10,1:13.6,33.0,4-7,6,466,6,牝,2,51.0,38.7,9.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1200,右,良,晴,5,中山
ファームラヴ,永野猛蔵,8,1:13.6,22.5,8-7,7,454,12,牝,2,51.0,38.4,6.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1200,右,良,晴,5,中山
ナンデフェスティヴ,大野拓弥,4,1:13.6,9.3,1-1,8,458,2,牝,2,54.0,39.0,3.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1200,右,良,晴,5,中山
クラウンシューター,岩田望来,2,1:13.7,65.4,4-4,9,488,0,牡,2,55.0,38.9,12.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1200,右,良,晴,5,中山
レクレールドパリ,三浦皇成,6,1:14.0,28.3,11-10,10,484,0,牝,2,54.0,38.5,8.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1200,右,良,晴,5,中山
リンクスアイ,丸山元気,1,1:14.3,26.0,12-12,11,466,-8,牝,2,54.0,38.6,7.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1200,右,良,晴,5,中山
シエリナロッジ,藤田菜七,11,1:15.0,178.0,10-11,12,466,4,牝,2,52.0,39.7,13.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1200,右,良,晴,5,中山
ナムラジャスミン,原優介,13,1:15.5,58.3,15-14,13,372,-12,牝,2,51.0,39.2,11.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1200,右,良,晴,5,中山
パナシュ,嘉藤貴行,3,1:15.9,340.2,12-12,14,432,12,牡,2,55.0,40.1,15.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1200,右,良,晴,5,中山
ディスフルタール,木幡育也,16,1:16.1,52.3,16-15,15,454,0,牝,2,53.0,39.3,10.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1200,右,良,晴,5,中山
スナノヨウセイ,菅原隆一,15,1:17.0,319.6,14-15,16,440,14,牝,2,54.0,40.9,14.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1200,右,良,晴,5,中山
イスカンダル,岩田望来,8,1:56.3,11.3,1-1-1-1,1,454,4,牡,2,55.0,38.8,5.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1800,右,良,晴,5,中山
モール,石橋脩,13,1:56.5,27.8,3-2-2-2,2,470,2,牡,2,55.0,38.9,8.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1800,右,良,晴,5,中山
バックスクリーン,Ｍ．デム,11,1:57.0,6.6,8-8-7-5,3,520,8,牡,2,55.0,38.8,3.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1800,右,良,晴,5,中山
リュウノブレイク,戸崎圭太,16,1:57.3,2.7,13-13-11-8,4,496,0,牡,2,55.0,38.5,1.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1800,右,良,晴,5,中山
サクセスミノル,松岡正海,14,1:57.4,21.5,4-4-4-3,5,486,0,牡,2,55.0,39.6,6.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1800,右,良,晴,5,中山
サクセスシュート,田辺裕信,5,1:57.6,3.4,4-4-4-5,6,480,-4,牡,2,55.0,39.8,2.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1800,右,良,晴,5,中山
アドーニス,江田照男,4,1:58.7,26.4,8-8-8-8,7,442,0,牡,2,55.0,40.3,7.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1800,右,良,晴,5,中山
ベッサスタージル,石川裕紀,7,1:59.0,6.9,4-4-6-7,8,504,4,牡,2,55.0,41.0,4.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1800,右,良,晴,5,中山
セリガチ,原優介,15,1:59.3,588.5,11-11-12-11,9,470,10,牡,2,52.0,40.1,15.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1800,右,良,晴,5,中山
ニシノレジスタンス,藤田菜七,1,1:59.6,197.5,14-14-15-14,10,494,6,牡,2,53.0,39.9,11.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1800,右,良,晴,5,中山
コパノランサー,横山琉人,10,1:59.7,328.6,2-2-2-4,11,520,-2,牡,2,52.0,42.1,14.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1800,右,良,晴,5,中山
ハーモニーオリオン,松田大作,3,1:59.8,198.6,8-8-8-10,12,468,-2,牡,2,55.0,41.4,12.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1800,右,良,晴,5,中山
ギンリン,山田敬士,2,2:00.0,626.0,12-11-12-13,13,502,4,牡,2,53.0,40.8,16.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1800,右,良,晴,5,中山
ユイノセンリガン,吉田豊,12,2:01.1,278.0,15-14-14-14,14,466,-8,牡,2,55.0,41.7,13.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1800,右,良,晴,5,中山
ヤマトカチドキ,菅原明良,6,2:01.4,96.4,4-4-8-11,15,468,8,牝,2,54.0,43.0,9.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1800,右,良,晴,5,中山
トップマジェスティ,嘉藤貴行,9,2:01.8,177.2,16-16-16-16,16,466,2,牡,2,55.0,41.1,10.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,ダ,1800,右,良,晴,5,中山
クロスマジェスティ,ルメール,5,1:35.8,2.2,2-2-2,1,468,-2,牝,2,54.0,35.7,1.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,芝,1600,右,良,晴,5,中山
シュヴェルトライテ,Ｃ．デム,12,1:35.9,4.8,4-5-3,2,436,-2,牝,2,54.0,35.6,3.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,芝,1600,右,良,晴,5,中山
アドマイヤザルミナ,岩田望来,15,1:36.5,98.8,9-7-6,3,456,-2,牝,2,54.0,35.9,9.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,芝,1600,右,良,晴,5,中山
ダイメイミライ,戸崎圭太,2,1:36.6,12.4,4-3-3,4,466,-2,牡,2,55.0,36.4,5.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,芝,1600,右,良,晴,5,中山
バーニーフォールズ,小沢大仁,4,1:36.6,53.2,1-1-1,5,442,-8,牝,2,52.0,36.6,8.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,芝,1600,右,良,晴,5,中山
アスガルド,菅原明良,13,1:36.7,10.3,4-6-6,6,508,-8,牡,2,55.0,36.3,4.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,芝,1600,右,良,晴,5,中山
ジェットグリッター,横山武史,6,1:36.9,3.9,3-3-3,7,426,4,牝,2,54.0,36.7,2.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,芝,1600,右,良,晴,5,中山
ミッドナイトミニー,秋山稔樹,1,1:37.3,27.7,11-10-8,8,466,0,牝,2,53.0,36.4,6.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,芝,1600,右,良,晴,5,中山
パープライト,石橋脩,10,1:37.5,47.3,15-15-14,9,460,0,牡,2,55.0,35.7,7.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,芝,1600,右,良,晴,5,中山
ベアクイーン,原優介,11,1:37.5,190.9,14-13-12,10,406,2,牝,2,51.0,36.1,10.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,芝,1600,右,良,晴,5,中山
フォーンリリー,丸田恭介,8,1:38.3,667.3,13-12-12,11,416,10,牝,2,54.0,37.0,14.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,芝,1600,右,良,晴,5,中山
キタノホマレボシ,小林脩斗,7,1:38.5,801.7,11-10-11,12,424,-2,牡,2,52.0,37.6,15.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,芝,1600,右,良,晴,5,中山
ウインドエラ,永野猛蔵,14,1:38.6,385.0,4-7-8,13,442,6,牝,2,51.0,37.9,12.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,芝,1600,右,良,晴,5,中山
ワンサイドラヴ,野中悠太,3,1:39.0,398.2,4-7-8,14,412,-14,牝,2,54.0,38.4,13.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,芝,1600,右,良,晴,5,中山
ウインドヴァレー,嘉藤貴行,9,1:40.7,310.1,10-13-15,15,446,-4,牝,2,54.0,39.3,11.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,芝,1600,右,良,晴,5,中山
レッドモンレーヴ,ルメール,7,1:50.3,2.9,3-4-4-4,1,494,2,牡,2,55.0,34.7,1.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,芝,1800,右,良,晴,5,中山
スパイダーゴールド,Ｃ．デム,14,1:50.5,4.7,2-2-2-2,2,488,14,牡,2,55.0,35.1,3.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,芝,1800,右,良,晴,5,中山
オウケンボルト,Ｍ．デム,3,1:50.9,5.7,1-1-1-1,3,454,0,牡,2,55.0,35.6,4.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,芝,1800,右,良,晴,5,中山
ユイノゴトク,江田照男,11,1:51.1,3.4,4-3-2-3,4,482,4,牡,2,55.0,35.6,2.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,芝,1800,右,良,晴,5,中山
セキテイオー,丸山元気,2,1:51.2,20.0,4-4-4-4,5,472,-6,牡,2,55.0,35.6,6.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,芝,1800,右,良,晴,5,中山
メロウヴォイス,田辺裕信,8,1:51.4,18.2,6-6-7-6,6,440,-6,牝,2,54.0,35.5,5.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,芝,1800,右,良,晴,5,中山
ラズライト,小林脩斗,6,1:51.6,323.3,8-8-7-8,7,436,4,牝,2,51.0,35.7,12.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,芝,1800,右,良,晴,5,中山
カガギムレット,菊沢一樹,12,1:52.0,243.8,6-6-4-6,8,430,2,牡,2,55.0,36.3,10.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,芝,1800,右,良,晴,5,中山
ガストン,菅原明良,13,1:52.0,33.2,15-14-14-13,9,448,6,セ,2,55.0,35.7,7.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,芝,1800,右,良,晴,5,中山
グランセザム,柴田大知,9,1:52.0,706.3,9-9-10-10,10,476,-2,牡,2,55.0,35.9,16.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,芝,1800,右,良,晴,5,中山
ハニートラップ,秋山稔樹,15,1:52.1,692.9,9-10-9-9,11,416,-2,牝,2,53.0,36.1,15.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,芝,1800,右,良,晴,5,中山
アイスフォーゲル,横山琉人,10,1:52.3,220.2,11-13-12-10,12,492,-8,牝,2,51.0,36.1,9.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,芝,1800,右,良,晴,5,中山
ジャスコ,岩田望来,1,1:52.5,53.0,13-11-10-10,13,454,2,牝,2,54.0,36.4,8.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,芝,1800,右,良,晴,5,中山
ポイントゲッター,永野猛蔵,5,1:52.5,325.4,11-11-12-13,14,498,-2,牡,2,52.0,36.3,13.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,芝,1800,右,良,晴,5,中山
クラウドクラスター,内田博幸,4,1:52.6,269.5,16-16-15-13,15,486,0,牡,2,55.0,36.1,11.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,芝,1800,右,良,晴,5,中山
ハーモニータイタン,小沢大仁,16,1:52.6,495.6,14-14-16-16,16,482,-2,牡,2,53.0,36.0,14.0,2歳未勝利,2021年12月28日,5回中山9日目,2歳未勝利,芝,1800,右,良,晴,5,中山
アクアテラリウム,Ｃ．デム,8,2:06.9,6.2,1-1-1-1,1,468,0,牡,2,55.0,35.8,3.0,2歳新馬,2021年12月28日,5回中山9日目,2歳新馬,芝,2000,右,良,晴,5,中山
ハーツアズワン,三浦皇成,7,2:06.9,11.9,2-2-2-2,2,522,0,牡,2,55.0,35.7,5.0,2歳新馬,2021年12月28日,5回中山9日目,2歳新馬,芝,2000,右,良,晴,5,中山
サンドレス,横山武史,6,2:06.9,2.1,3-3-4-3,3,496,0,牝,2,54.0,35.5,1.0,2歳新馬,2021年12月28日,5回中山9日目,2歳新馬,芝,2000,右,良,晴,5,中山
ミルヴィオ,ルメール,5,2:06.9,3.1,5-6-4-4,4,496,0,牝,2,54.0,35.5,2.0,2歳新馬,2021年12月28日,5回中山9日目,2歳新馬,芝,2000,右,良,晴,5,中山
エイシンブギーマン,戸崎圭太,1,2:06.9,11.4,7-6-7-6,5,498,0,牡,2,55.0,35.3,4.0,2歳新馬,2021年12月28日,5回中山9日目,2歳新馬,芝,2000,右,良,晴,5,中山
エミサソウツバサ,荻野極,2,2:07.9,23.9,3-3-3-4,6,514,0,牡,2,55.0,36.6,6.0,2歳新馬,2021年12月28日,5回中山9日目,2歳新馬,芝,2000,右,良,晴,5,中山
テンクウノツバサ,岩田康誠,3,2:08.2,35.8,5-3-4-6,7,496,0,牡,2,55.0,36.8,7.0,2歳新馬,2021年12月28日,5回中山9日目,2歳新馬,芝,2000,右,良,晴,5,中山
トルーマンテソーロ,菅原明良,4,2:10.2,75.1,7-6-7-8,8,518,0,牡,2,55.0,38.6,8.0,2歳新馬,2021年12月28日,5回中山9日目,2歳新馬,芝,2000,右,良,晴,5,中山
ギユウ,松田大作,1,1:13.1,5.1,1-1,1,454,0,牡,2,55.0,38.8,2.0,2歳新馬,2021年12月28日,5回中山9日目,2歳新馬,ダ,1200,右,良,晴,5,中山
マサノカヴァリエ,石川裕紀,6,1:13.5,6.0,3-2,2,494,0,牡,2,55.0,39.0,3.0,2歳新馬,2021年12月28日,5回中山9日目,2歳新馬,ダ,1200,右,良,晴,5,中山
ワイドマティーニ,小林凌大,2,1:14.0,38.6,8-8,3,456,0,牝,2,51.0,39.1,9.0,2歳新馬,2021年12月28日,5回中山9日目,2歳新馬,ダ,1200,右,良,晴,5,中山
ワイワイウォリアー,嘉藤貴行,10,1:14.1,13.0,6-5,4,462,0,牡,2,55.0,39.3,5.0,2歳新馬,2021年12月28日,5回中山9日目,2歳新馬,ダ,1200,右,良,晴,5,中山
ミルクメイド,ルメール,8,1:14.1,2.0,3-2,5,508,0,牝,2,54.0,39.6,1.0,2歳新馬,2021年12月28日,5回中山9日目,2歳新馬,ダ,1200,右,良,晴,5,中山
ラブミーディザイア,藤田菜七,3,1:14.4,33.6,9-8,6,484,0,牝,2,52.0,39.3,7.0,2歳新馬,2021年12月28日,5回中山9日目,2歳新馬,ダ,1200,右,良,晴,5,中山
ハイリミットカフェ,勝浦正樹,12,1:14.5,34.4,10-10,7,418,0,牡,2,55.0,38.7,8.0,2歳新馬,2021年12月28日,5回中山9日目,2歳新馬,ダ,1200,右,良,晴,5,中山
ナノハナバタケ,野中悠太,14,1:14.5,66.1,6-7,8,476,0,牝,2,54.0,39.7,10.0,2歳新馬,2021年12月28日,5回中山9日目,2歳新馬,ダ,1200,右,良,晴,5,中山
グローリー,丸田恭介,7,1:15.5,131.5,14-13,9,474,0,牡,2,55.0,37.4,12.0,2歳新馬,2021年12月28日,5回中山9日目,2歳新馬,ダ,1200,右,良,晴,5,中山
アヴィアス,岩部純二,13,1:15.8,237.0,5-5,10,478,0,セ,2,55.0,41.2,13.0,2歳新馬,2021年12月28日,5回中山9日目,2歳新馬,ダ,1200,右,良,晴,5,中山
トゥシャン,石橋脩,5,1:16.1,26.5,11-11,11,472,0,牡,2,55.0,39.8,6.0,2歳新馬,2021年12月28日,5回中山9日目,2歳新馬,ダ,1200,右,良,晴,5,中山
トキノファースト,原優介,9,1:16.1,268.4,12-12,12,488,0,牡,2,52.0,39.2,14.0,2歳新馬,2021年12月28日,5回中山9日目,2歳新馬,ダ,1200,右,良,晴,5,中山
シゲルハナミズキ,小沢大仁,11,1:16.5,101.3,13-14,13,492,0,牝,2,52.0,38.7,11.0,2歳新馬,2021年12月28日,5回中山9日目,2歳新馬,ダ,1200,右,良,晴,5,中山
カフェベラノッテ,横山和生,4,1:16.7,11.3,2-2,14,450,0,牡,2,55.0,42.3,4.0,2歳新馬,2021年12月28日,5回中山9日目,2歳新馬,ダ,1200,右,良,晴,5,中山
スウェアー,魚住謙心,7,2:02.9,58.6,6-6-5-4,1,534,8,牡,4,57.0,36.5,11.0,ヤングJSFR中山1 ,2021年12月28日,5回中山9日目,3歳以上1勝クラス,芝,2000,右,良,晴,5,中山
ゾロ,山田敬士,9,2:02.9,61.5,4-4-7-7,2,472,0,牡,5,57.0,36.4,12.0,ヤングJSFR中山1 ,2021年12月28日,5回中山9日目,3歳以上1勝クラス,芝,2000,右,良,晴,5,中山
エトワールマタン,菅原明良,11,2:02.9,2.3,8-8-8-6,3,448,4,牝,3,54.0,36.2,1.0,ヤングJSFR中山1 ,2021年12月28日,5回中山9日目,3歳以上1勝クラス,芝,2000,右,良,晴,5,中山
スカイテラス,原優介,15,2:03.1,4.1,4-4-2-2,4,506,10,牡,4,57.0,36.9,2.0,ヤングJSFR中山1 ,2021年12月28日,5回中山9日目,3歳以上1勝クラス,芝,2000,右,良,晴,5,中山
スプリッツァー,小林脩斗,13,2:03.1,10.1,10-10-5-5,5,480,6,牡,4,57.0,36.7,3.0,ヤングJSFR中山1 ,2021年12月28日,5回中山9日目,3歳以上1勝クラス,芝,2000,右,良,晴,5,中山
スマートワン,西谷凜,10,2:03.2,12.1,3-3-2-1,6,476,8,牡,3,56.0,37.0,4.0,ヤングJSFR中山1 ,2021年12月28日,5回中山9日目,3歳以上1勝クラス,芝,2000,右,良,晴,5,中山
サツキワルツ,小沢大仁,16,2:03.4,57.7,2-2-1-2,7,462,-2,牝,6,55.0,37.3,10.0,ヤングJSFR中山1 ,2021年12月28日,5回中山9日目,3歳以上1勝クラス,芝,2000,右,良,晴,5,中山
ヤップヤップヤップ,飛田愛斗,12,2:03.7,14.9,14-14-11-10,8,458,2,牡,5,57.0,36.7,7.0,ヤングJSFR中山1 ,2021年12月28日,5回中山9日目,3歳以上1勝クラス,芝,2000,右,良,晴,5,中山
トーホウボルツ,若杉朝飛,3,2:04.0,12.8,8-8-8-9,9,492,22,牡,3,56.0,37.2,6.0,ヤングJSFR中山1 ,2021年12月28日,5回中山9日目,3歳以上1勝クラス,芝,2000,右,良,晴,5,中山
スパークオブライフ,木幡育也,6,2:04.0,22.4,16-16-15-14,10,426,6,牝,5,55.0,36.2,9.0,ヤングJSFR中山1 ,2021年12月28日,5回中山9日目,3歳以上1勝クラス,芝,2000,右,良,晴,5,中山
マイネルモーディグ,永島まな,8,2:04.3,22.3,1-1-4-7,11,480,-8,牡,5,57.0,38.0,8.0,ヤングJSFR中山1 ,2021年12月28日,5回中山9日目,3歳以上1勝クラス,芝,2000,右,良,晴,5,中山
アンチエイジング,七夕裕次,14,2:04.7,69.7,12-12-11-11,12,466,24,牝,3,54.0,37.7,13.0,ヤングJSFR中山1 ,2021年12月28日,5回中山9日目,3歳以上1勝クラス,芝,2000,右,良,晴,5,中山
シンクロゲイザー,木間塚龍,1,2:04.8,183.2,10-11-13-12,13,460,18,牡,4,57.0,37.6,16.0,ヤングJSFR中山1 ,2021年12月28日,5回中山9日目,3歳以上1勝クラス,芝,2000,右,良,晴,5,中山
ジョブックルーチェ,秋山稔樹,5,2:04.9,77.3,12-13-14-14,14,486,16,牝,3,54.0,37.4,14.0,ヤングJSFR中山1 ,2021年12月28日,5回中山9日目,3歳以上1勝クラス,芝,2000,右,良,晴,5,中山
セイウンソルジャー,角田大和,2,2:05.9,150.5,6-7-10-12,15,532,4,牡,4,57.0,39.0,15.0,ヤングJSFR中山1 ,2021年12月28日,5回中山9日目,3歳以上1勝クラス,芝,2000,右,良,晴,5,中山
アルスラーン,篠谷葵,4,,12.3,15-15-16,16,506,-4,牡,6,57.0,,5.0,ヤングJSFR中山1 ,2021年12月28日,5回中山9日目,3歳以上1勝クラス,芝,2000,右,良,晴,5,中山
シゲルヒラトリ,角田大和,1,1:11.0,11.4,3-2,1,490,12,牡,3,53.0,37.1,5.0,3歳以上1勝クラス,2021年12月28日,5回中山9日目,3歳以上1勝クラス,ダ,1200,右,良,晴,5,中山
ビーマイベイビー,杉原誠人,2,1:11.2,25.8,1-1,2,448,2,牝,3,54.0,37.5,9.0,3歳以上1勝クラス,2021年12月28日,5回中山9日目,3歳以上1勝クラス,ダ,1200,右,良,晴,5,中山
ホテルカリホルニア,横山武史,6,1:11.2,4.5,5-5,3,498,2,牡,4,57.0,37.1,2.0,3歳以上1勝クラス,2021年12月28日,5回中山9日目,3歳以上1勝クラス,ダ,1200,右,良,晴,5,中山
ロードミッドナイト,三浦皇成,15,1:11.3,12.5,3-2,4,532,8,牡,3,56.0,37.4,6.0,3歳以上1勝クラス,2021年12月28日,5回中山9日目,3歳以上1勝クラス,ダ,1200,右,良,晴,5,中山
エコロブラスト,木幡初也,9,1:11.8,222.2,7-7,5,514,24,牡,3,56.0,37.5,14.0,3歳以上1勝クラス,2021年12月28日,5回中山9日目,3歳以上1勝クラス,ダ,1200,右,良,晴,5,中山
ミッキーチャイルド,岩田望来,12,1:12.0,20.9,5-5,6,504,12,牡,6,57.0,37.8,7.0,3歳以上1勝クラス,2021年12月28日,5回中山9日目,3歳以上1勝クラス,ダ,1200,右,良,晴,5,中山
